,Disease,RNA,Relation,True_y
440,D013274,654322,0.031218106630878144,0.0
441,D013274,692073,0.033707781872343315,1.0
442,D013274,677804,0.023915051185669417,1.0
443,D013274,677824,0.03292554905550992,1.0
444,D013274,677808,0.025466617344605577,0.0
445,D013274,677809,0.031838465165174704,1.0
446,D013274,677814,0.03531382873415678,1.0
447,D013274,594839,0.03372308705245198,0.0
448,D013274,677817,0.032737501294095236,0.0
449,D013274,619562,0.025564673611093054,0.0
450,D013274,677827,0.03210412276722926,0.0
451,D013274,677842,0.014170470399944641,1.0
452,D013274,677832,0.03234396669745717,0.0
453,D013274,677836,0.03656772009555354,1.0
454,D013274,677838,0.03467548461794588,1.0
455,D013274,26779,0.03639110189017961,0.0
456,D013274,100124538,0.02666497407084597,0.0
457,D013274,26775,0.022534765181908778,0.0
458,D013274,6080,0.03296531528042858,1.0
459,D013274,677823,0.025662327688370384,0.0
460,D013274,677847,0.03618709431957953,0.0
461,D013274,677798,0.03417176499008427,1.0
462,D013274,652966,0.02940869160157624,1.0
463,D013274,594837,0.02448073804176007,1.0
464,D013274,26771,0.031458721013498864,1.0
465,D013274,692234,0.03412205778330966,0.0
466,D013274,692235,0.032951612829206285,0.0
467,D013274,692200,0.0238770284004172,1.0
468,D013274,692227,0.0224904199393759,1.0
469,D013274,692229,0.030417694197086148,1.0
470,D013274,100113382,0.0246552214595153,1.0
471,D013274,692058,0.01912185302910959,1.0
472,D013274,692213,0.014364756618129172,1.0
473,D013274,692214,0.02681913886948616,1.0
474,D013274,692215,0.037697893701849776,0.0
475,D013274,767561,0.017177978480748764,0.0
476,D013274,767562,0.026478915706773243,0.0
477,D013274,767563,0.020517315116610448,1.0
478,D013274,767565,0.020350381080417396,0.0
479,D013274,767566,0.025322001404243198,1.0
480,D013274,767567,0.015670411476289146,1.0
481,D013274,767568,0.03472766341772772,1.0
482,D013274,767569,0.015253788426453193,0.0
483,D013274,767577,0.021883936628513158,1.0
484,D013274,767588,0.019710083378550868,0.0
485,D013274,767589,0.021360701631498676,0.0
486,D013274,767590,0.027084901372595116,1.0
487,D013274,767591,0.021155383161314545,1.0
488,D013274,767592,0.02288495155706175,1.0
489,D013274,767593,0.019770851680094147,1.0
490,D013274,767595,0.0265282798856711,1.0
491,D013274,767578,0.024114523073128936,0.0
492,D013274,767598,0.015245780038369912,1.0
493,D013274,767599,0.01977085168009568,1.0
494,D013274,767600,0.015038656547216941,1.0
495,D013274,767603,0.020117733740059,1.0
496,D013274,767605,0.014127685345825609,1.0
497,D013274,767606,0.01996773146726099,1.0
498,D013274,767609,0.014127685345826476,1.0
499,D013274,767610,0.016710890293163985,1.0
500,D013274,767579,0.02082244467508727,1.0
